"Gene symbol","Cluster number"
"1810019D21Rik","7"
"Cdh1","7"
"Aars","7"
"Nrp1","7"
"Cntn5","7"
"Cwc15","7"
"Zfp266","7"
"Ubl5","7"
"Ppan","7"
"Yipf2","7"
"Dock6","7"
"Zfp653","7"
"Pigyl","7"
"Tmem45b","7"
"Oaf","7"
"Rps25","7"
"Arcn1","7"
"Sidt2","7"
"Pafah1b2","7"
"Smad6","7"
"Map2k1","7"
"Dis3l","7"
"Dpp8","7"
"Anxa2","7"
"Rsl24d1","7"
"Bmp5","7"
"Eef1a1","7"
"Ttk","7"
"Pgm3","7"
"Me1","7"
"Snhg5","7"
"9330159M07Rik","7"
"U2surp","7"
"Atr","7"
"Slc25a36","7"
"Ppm1m","7"
"Manf","7"
"Nme6","7"
"Smarcc1","7"
"Pdcd6ip","7"
"Cnot10","7"
"Vipr1","7"
"Rmnd1","7"
"Katna1","7"
"Tcf21","7"
"Rps12","7"
"Frk","7"
"Prep","7"
"Pald1","7"
"Tspan15","7"
"Zwint","7"
"Ddt","7"
"Smarcb1","7"
"Pwp2","7"
"Cstb","7"
"Pdxk","7"
"Fzr1","7"
"Gna11","7"
"Prdm4","7"
"Mgat4c","7"
"Tspan8","7"
"Slc35e3","7"
"Os9","7"
"Smarcc2","7"
"Uqcr10","7"
"Egfr","7"
"Spred2","7"
"Cct4","7"
"Stc2","7"
"Fbxw11","7"
"Mat2b","7"
"Pwwp2a","7"
"Hnrnph1","7"
"Sar1b","7"
"Aff4","7"
"Galnt10","7"
"Snap47","7"
"Nt5m","7"
"Srebf1","7"
"Aldh3a2","7"
"Ttc19","7"
"Pmp22","7"
"Slc25a35","7"
"Eif5a","7"
"Psmb6","7"
"Ovca2","7"
"Supt6","7"
"Pigs","7"
"Rhot1","7"
"Myo1d","7"
"Slfn2","7"
"Ska2","7"
"Lpo","7"
"Dynll2","7"
"Tom1l1","7"
"Ttll6","7"
"Hoxb13","7"
"Kpnb1","7"
"Rpl19","7"
"Krt28","7"
"Kansl1","7"
"Cep95","7"
"Psmd12","7"
"Prkca","7"
"Llgl2","7"
"Mrpl38","7"
"Prpsap1","7"
"Mettl23","7"
"Cant1","7"
"Chmp6","7"
"Tbcd","7"
"Prkar2b","7"
"Eapp","7"
"Lrfn5","7"
"Rps29","7"
"Mgat2","7"
"Rab15","7"
"Mpp5","7"
"Dcaf5","7"
"Sptlc2","7"
"Chga","7"
"Bcl11b","7"
"Evl","7"
"Crip1","7"
"Tbce","7"
"Zscan26","7"
"Exoc2","7"
"Tubb2b","7"
"Nop16","7"
"Hnrnpk","7"
"Isca1","7"
"Zfp367","7"
"Med10","7"
"Mrpl36","7"
"Arsb","7"
"Hexb","7"
"Mrps27","7"
"Smn1","7"
"Cd180","7"
"Elovl7","7"
"Pxk","7"
"Vdac2","7"
"Ppif","7"
"Spcs1","7"
"Ankrd28","7"
"Psmc6","7"
"Exoc5","7"
"Pnp","7"
"Chd8","7"
"Prmt5","7"
"Psme1","7"
"Irf9","7"
"Tinf2","7"
"Khnyn","7"
"Cdadc1","7"
"Ctsb","7"
"Reep4","7"
"Kbtbd7","7"
"Klf5","7"
"Gpr180","7"
"Brix1","7"
"Golph3","7"
"Cct5","7"
"Mtdh","7"
"Lrp12","7"
"Chrac1","7"
"Tomm22","7"
"Sgsm3","7"
"Tef","7"
"Pacsin2","7"
"Ttc38","7"
"Pim3","7"
"Asb8","7"
"Ddx23","7"
"Tmbim6","7"
"Cdip1","7"
"Nubp1","7"
"Litaf","7"
"Clcn2","7"
"Rpl35a","7"
"Osbpl11","7"
"Lrrc58","7"
"Cpox","7"
"4930453N24Rik","7"
"Chmp2b","7"
"Urb1","7"
"Dscam","7"
"Pdcd2","7"
"Rgmb","7"
"Zfp760","7"
"Srrm2","7"
"Tsc2","7"
"Telo2","7"
"Stub1","7"
"Mapk14","7"
"Mapk13","7"
"Stk38","7"
"Mdga1","7"
"Zfand3","7"
"Akap8","7"
"Wiz","7"
"Zfp871","7"
"Ndufa7","7"
"H2-K1","7"
"H2-DMa","7"
"Tap2","7"
"Prrc2a","7"
"Tcf19","7"
"Flot1","7"
"2310061I04Rik","7"
"Ppp1r10","7"
"Zfp318","7"
"Usp49","7"
"Dpp9","7"
"Clpp","7"
"Ralbp1","7"
"Smchd1","7"
"Atl2","7"
"Ttr","7"
"Slc39a6","7"
"Gypc","7"
"Etf1","7"
"Pcdhga9","7"
"Nr3c1","7"
"Lars","7"
"Dcp2","7"
"Rps14","7"
"Ppargc1b","7"
"Seh1l","7"
"Mbd2","7"
"Dcc","7"
"Nfatc1","7"
"Tshz1","7"
"Unc93b1","7"
"Ccs","7"
"Dpp3","7"
"Cfl1","7"
"Ovol1","7"
"Ppp1r14b","7"
"AW112010","7"
"Mrpl16","7"
"Tjp2","7"
"Smarca2","7"
"Rcl1","7"
"Tnks2","7"
"Kif11","7"
"Hells","7"
"Tcf7l2","7"
"Wdr13","7"
"C330007P06Rik","7"
"Ndufa1","7"
"Phf6","7"
"Hprt","7"
"Bcap31","7"
"Rpl10","7"
"Dnase1l1","7"
"Maged1","7"
"Dlg3","7"
"Tceal8","7"
"Nxt2","7"
"Reps2","7"
"Ace2","7"
"Tmsb4x","7"
"Atp6v1h","8"
"Sf3b1","8"
"Sgpp2","8"
"Col6a3","8"
"Ilkap","8"
"Mptx1","8"
"Hnrnpu","8"
"Ehmt1","8"
"Tubb4b","8"
"Tor1b","8"
"Pomt1","8"
"Plekha3","8"
"Aqr","8"
"Serf2","8"
"Ovol2","8"
"Dynlrb1","8"
"Edem2","8"
"Hnf4a","8"
"Slc2a10","8"
"Npepl1","8"
"Adrm1","8"
"Gmeb2","8"
"Mbnl1","8"
