"Gene symbol","Cluster number"
"Seh1l","8"
"Rps6kb2","8"
"B3gat3","8"
"Pdcd4","8"
"Inpp4a","9"
"Spats2l","9"
"Ino80d","9"
"Traf3ip3","9"
"Psd4","9"
"Rpl12","9"
"Rab14","9"
"Ctnnd1","9"
"Acp2","9"
"Ddb2","9"
"Cat","9"
"Ttpal","9"
"Wfdc2","9"
"Tpd52","9"
"S100a6","9"
"Sec24b","9"
"Ptbp3","9"
"Kdm4a","9"
"1110065P20Rik","9"
"Eif3i","9"
"Sri","9"
"Gtf3c2","9"
"Rpl9","9"
"Fryl","9"
"Hnrnpd","9"
"Eif2ak1","9"
"Tmem168","9"
"Irf5","9"
"Ptn","9"
"Rarres2","9"
"Aoc1","9"
"Exoc6b","9"
"Spr","9"
"Frmd4b","9"
"Chd4","9"
"Arhgef1","9"
"Rps16","9"
"Psmd8","9"
"Zfp260","9"
"U2af1l4","9"
"Josd2","9"
"Trpc2","9"
"Coro1a","9"
"Irf7","9"
"Pnpla2","9"
"Dlgap2","9"
"Mast3","9"
"Prkaca","9"
"Maml2","9"
"Dnmt1","9"
"Rps25","9"
"Dmxl2","9"
"Paqr5","9"
"Tinag","9"
"Phip","9"
"Psap","9"
"Btg1","9"
"4930430F08Rik","9"
"Arhgap9","9"
"Rnf145","9"
"Trim41","9"
"Clk4","9"
"Uqcrq","9"
"Rapgef6","9"
"Mfap3","9"
"Pctp","9"
"Ddx42","9"
"H3f3b","9"
"Slc25a10","9"
"Rps29","9"
"Syne2","9"
"Evl","9"
"Cep170b","9"
"Brf1","9"
"Simc1","9"
"Fam172a","9"
"Top2b","9"
"Zfp219","9"
"Tinf2","9"
"Polr2k","9"
"Rnf139","9"
"Sh3bp1","9"
"Triobp","9"
"Pcbp2","9"
"Nfkbiz","9"
"Usp25","9"
"Rpl10a","9"
"H2-Ab1","9"
"H2-Aa","9"
"Rpp21","9"
"Tnfrsf21","9"
"Cox7a2l","9"
"Tmem134","9"
"Scyl1","9"
"Dpf2","9"
"Sf1","9"
"Rfx3","9"
"Pank1","9"
"Cybb","9"
"Gpr34","9"
"Slc25a53","9"
"Col19a1","10"
"Adipor1","10"
"Fmnl2","10"
"Ola1","10"
"Zfp804a","10"
"Pcna","10"
"Aar2","10"
"Arfgef2","10"
"Psma7","10"
"Pld1","10"
"Serp1","10"
"Rps3a1","10"
"Chtop","10"
"Mov10","10"
"Slc35a1","10"
"E130308A19Rik","10"
"Bnc2","10"
"Rps6","10"
"Foxd2","10"
"AU040320","10"
"Trnau1ap","10"
"Rps6ka1","10"
"Ddost","10"
"Ssu72","10"
"Fgl2","10"
"Eif2b4","10"
"Tacc3","10"
"Rbm47","10"
"Cops4","10"
"Pus1","10"
"Mlxip","10"
"Trim56","10"
"Taf6","10"
"Cdx2","10"
"Ptcd3","10"
"Tia1","10"
"Crbn","10"
"Strap","10"
"Sptbn4","10"
"Capns1","10"
"Pepd","10"
"Irf3","10"
"Gys1","10"
"Tpp1","10"
"Rps15a","10"
"Kif22","10"
"Sin3b","10"
"Cdkn2d","10"
"Thy1","10"
"Uaca","10"
"Tln2","10"
"Ibtk","10"
"Snx3","10"
"Reep3","10"
"Susd2","10"
"Pias4","10"
"Mdm2","10"
"Shmt2","10"
"Erbb3","10"
"Rtn4","10"
"Cnot6","10"
"Ndel1","10"
"Dhrs11","10"
"Mtmr4","10"
"Pgs1","10"
"Lrfn5","10"
"Fancm","10"
"Pomt2","10"
"Snw1","10"
"Wars","10"
"Ogn","10"
"2210016F16Rik","10"
"Ptdss1","10"
"Rps23","10"
"Ndufaf2","10"
"Nudt13","10"
"Gch1","10"
"Mettl3","10"
"Dhrs4","10"
"Cab39l","10"
"Dach1","10"
"Rangap1","10"
"Tef","10"
"Pdzrn4","10"
"Kansl2","10"
"Ddx23","10"
"Tuba1a","10"
"Gpd1","10"
"Rarg","10"
"Sst","10"
"Atp5j","10"
"Dyrk1a","10"
"Pgp","10"
"H2-DMa","10"
"Prrc2a","10"
"H2-T22","10"
"Trip10","10"
"Dsc2","10"
"Fhod3","10"
"Map3k11","10"
"Wdr74","10"
"Dagla","10"
"Csf2ra","10"
"Fundc1","10"
"Bhlhb9","10"
"Sntg1","11"
"Cnot11","11"
"Tm4sf20","11"
"Itm2c","11"
"Aspm","11"
"Arpc5","11"
"Tor1aip2","11"
"Pigm","11"
