"Gene symbol","Cluster number"
"Itgam","7"
"Fgfr2","7"
"Taldo1","7"
"Cd81","7"
"Arhgef18","7"
"Grtp1","7"
"Ppp2cb","7"
"Rbpms","7"
"Ing2","7"
"Cdkn2aip","7"
"Spock3","7"
"Cpe","7"
"Lzts1","7"
"Jund","7"
"B3gnt3","7"
"Rab8a","7"
"Chd9","7"
"Herpud1","7"
"Got2","7"
"Prmt7","7"
"Sf3b3","7"
"Gabarapl2","7"
"Nudt7","7"
"Cmc2","7"
"Hsbp1","7"
"Slc7a5","7"
"Mvd","7"
"Vps9d1","7"
"Ttc13","7"
"Arhgap42","7"
"Cwc15","7"
"S1pr2","7"
"Tmem205","7"
"Anln","7"
"Tmem45b","7"
"Ei24","7"
"Rdx","7"
"Dnaja4","7"
"Psma4","7"
"Hmg20a","7"
"Rora","7"
"Senp6","7"
"Pls1","7"
"Dusp7","7"
"Tex264","7"
"Apeh","7"
"Gpx1","7"
"Impdh2","7"
"Map4","7"
"Dhx30","7"
"Rbms3","7"
"Nktr","7"
"Kif15","7"
"Lats1","7"
"Fuca2","7"
"Ahi1","7"
"Med23","7"
"Rev3l","7"
"Tfam","7"
"Fstl3","7"
"Med16","7"
"Uqcr11","7"
"Lsm7","7"
"Apba3","7"
"Btbd11","7"
"Arl1","7"
"Ndufa12","7"
"Lyz2","7"
"Rap1b","7"
"Msrb3","7"
"Esyt1","7"
"Morc2a","7"
"Uqcr10","7"
"Xbp1","7"
"Ykt6","7"
"Cct4","7"
"Snrnp25","7"
"Npm1","7"
"Tbc1d9b","7"
"Mgat4b","7"
"Clk4","7"
"Ppp2ca","7"
"Vdac1","7"
"P4ha2","7"
"Rasd1","7"
"Rangrf","7"
"Vamp2","7"
"Slc2a4","7"
"Slc25a11","7"
"Pfn1","7"
"Camta2","7"
"Kif1c","7"
"Emc6","7"
"Mnt","7"
"Ovca2","7"
"Myo1c","7"
"Nufip2","7"
"Fndc8","7"
"Cuedc1","7"
"Tob1","7"
"Luc7l3","7"
"Spop","7"
"Pnpo","7"
"Osbpl7","7"
"Stac2","7"
"Grb7","7"
"Jup","7"
"Ghdc","7"
"Stat3","7"
"Ccr10","7"
"Etv4","7"
"Ppy","7"
"Itgb3","7"
"Dcaf7","7"
"Prkca","7"
"Arsg","7"
"Abca8b","7"
"Rab37","7"
"Nt5c","7"
"Sumo2","7"
"Grb2","7"
"Mfsd11","7"
"Baiap2","7"
"P4hb","7"
"Rhob","7"
"Pum2","7"
"Sdc1","7"
"Pdia6","7"
"Agr3","7"
"Rps29","7"
"Arf6","7"
"Hif1a","7"
"Wdr89","7"
"Syne2","7"
"Tmem251","7"
"Nudt14","7"
"Ighg1","7"
"Gdi2","7"
"Adarb2","7"
"Zmynd11","7"
"Dusp22","7"
