"cell_ID"	"FOV"	"cell_types"
"s3796"	"2"	"Smooth.Muscle"
"s3797"	"1"	"B.cell-IgG"
"s3798"	"1"	"B.cell-IgA"
"s3799"	"1"	"Macrophage"
"s3800"	"1"	"Macrophage"
"s3801"	"1"	"B.cell-IgG"
"s3802"	"2"	"DCSC"
"s3803"	"2"	"DCSC"
"s3804"	"2"	"Paneth-like"
"s3805"	"0"	"Paneth-like"
"s3806"	"1"	"Macrophage"
"s3807"	"1"	"DCSC"
"s3808"	"2"	"Fibroblast"
"s3809"	"1"	"DCSC"
"s3810"	"1"	"Fibroblast"
"s3811"	"0"	"Paneth-like"
"s3812"	"1"	"Stem"
"s3813"	"2"	"Paneth-like"
"s3814"	"0"	"Paneth-like"
"s3815"	"1"	"Smooth.Muscle"
"s3816"	"0"	"B.cell-IgA"
"s3817"	"0"	"Fibroblast"
"s3818"	"0"	"Stem"
"s3819"	"2"	"DCSC"
"s3820"	"2"	"DCSC"
"s3821"	"0"	"DCSC"
"s3822"	"1"	"Macrophage"
"s3823"	"0"	"B.cell-IgG"
"s3824"	"1"	"Fibroblast"
"s3825"	"2"	"Stem"
"s3826"	"0"	"Stem"
"s3827"	"2"	"DCSC"
"s3828"	"0"	"Stem"
"s3829"	"1"	"B.cell-IgA"
"s3830"	"2"	"B.cell-IgA"
"s3831"	"2"	"B.cell-IgA"
"s3832"	"1"	"Stem"
"s3833"	"2"	"Stem"
"s3834"	"2"	"Stem"
"s3835"	"1"	"B.cell-IgA"
"s3836"	"0"	"B.cell-IgA"
"s3837"	"2"	"B.cell-IgA"
"s3838"	"0"	"B.cell-IgA"
"s3839"	"2"	"Paneth-like"
"s3840"	"0"	"DCSC"
"s3841"	"0"	"DCSC"
"s3842"	"0"	"Paneth-like"
"s3843"	"2"	"DCSC"
"s3844"	"0"	"B.cell-IgG"
"s3845"	"1"	"Smooth.Muscle"
"s3846"	"1"	"Stem"
"s3847"	"0"	"B.cell-Immature"
"s3848"	"1"	"Macrophage"
"s3849"	"2"	"Macrophage"
"s3850"	"2"	"B.cell-IgG"
"s3851"	"2"	"DCSC"
"s3852"	"1"	"DCSC"
"s3853"	"0"	"Paneth-like"
"s3854"	"0"	"Paneth-like"
"s3855"	"1"	"Stem"
"s3856"	"2"	"DCSC"
"s3857"	"0"	"Fibroblast"
"s3858"	"2"	"Smooth.Muscle"
"s3859"	"2"	"Fibroblast"
"s3860"	"2"	"Paneth-like"
"s3861"	"0"	"Stem"
"s3862"	"1"	"Paneth-like"
"s3863"	"1"	"Paneth-like"
"s3864"	"1"	"Smooth.Muscle"
"s3865"	"0"	"B.cell-IgA"
"s3866"	"2"	"Fibroblast"
"s3867"	"1"	"Stem"
"s3868"	"2"	"DCSC"
"s3869"	"1"	"DCSC"
"s3870"	"1"	"DCSC"
"s3871"	"2"	"Macrophage"
"s3872"	"2"	"B.cell-IgG"
"s3873"	"2"	"Fibroblast"
"s3874"	"0"	"Stem"
"s3875"	"2"	"Stem"
"s3876"	"0"	"DCSC"
"s3877"	"0"	"Stem"
"s3878"	"0"	"B.cell-IgA"
"s3879"	"0"	"B.cell-IgA"
"s3880"	"2"	"B.cell-IgA"
"s3881"	"2"	"Stem"
"s3882"	"0"	"Stem"
"s3883"	"1"	"Stem"
"s3884"	"2"	"B.cell-IgA"
"s3885"	"0"	"B.cell-IgA"
"s3886"	"1"	"B.cell-IgA"
"s3887"	"0"	"B.cell-IgG"
"s3888"	"1"	"Paneth-like"
"s3889"	"2"	"DCSC"
"s3890"	"0"	"DCSC"
"s3891"	"1"	"Paneth-like"
"s3892"	"2"	"DCSC"
"s3893"	"1"	"B.cell-IgG"
"s3894"	"0"	"Smooth.Muscle"
"s3895"	"2"	"Stem"
"s3896"	"1"	"B.cell-Immature"
"s3897"	"1"	"Macrophage"
"s3898"	"0"	"Macrophage"
"s3899"	"0"	"Macrophage"
"s3900"	"0"	"DCSC"
"s3901"	"1"	"DCSC"
"s3902"	"0"	"Paneth-like"
"s3903"	"2"	"Paneth-like"
"s3904"	"2"	"Stem"
"s3905"	"1"	"DCSC"
"s3906"	"1"	"Fibroblast"
"s3907"	"0"	"Smooth.Muscle"
"s3908"	"2"	"Fibroblast"
"s3909"	"2"	"DCSC"
"s3910"	"2"	"Stem"
"s3911"	"2"	"Paneth-like"
"s3912"	"2"	"Paneth-like"
"s3913"	"0"	"Smooth.Muscle"
"s3914"	"0"	"B.cell-IgA"
"s3915"	"0"	"Fibroblast"
"s3916"	"0"	"Stem"
"s3917"	"1"	"DCSC"
"s3918"	"2"	"DCSC"
"s3919"	"0"	"DCSC"
"s3920"	"0"	"Macrophage"
"s3921"	"0"	"B.cell-IgG"
"s3922"	"2"	"Fibroblast"
"s3923"	"1"	"Stem"
"s3924"	"0"	"Stem"
"s3925"	"0"	"Stem"
"s3926"	"1"	"B.cell-IgA"
"s3927"	"2"	"B.cell-IgA"
"s3928"	"0"	"B.cell-IgA"
"s3929"	"1"	"B.cell-IgA"
"s3930"	"1"	"Stem"
"s3931"	"0"	"Stem"
"s3932"	"1"	"Stem"
"s3933"	"0"	"B.cell-IgA"
"s3934"	"2"	"B.cell-IgA"
"s3935"	"1"	"B.cell-IgA"
"s3936"	"0"	"Smooth.Muscle"
"s3937"	"0"	"Stem"
"s3938"	"1"	"B.cell-Immature"
"s3939"	"0"	"Macrophage"
"s3940"	"0"	"Macrophage"
"s3941"	"0"	"Macrophage"
"s3942"	"0"	"DCSC"
"s3943"	"0"	"DCSC"
"s3944"	"0"	"Paneth-like"
"s3945"	"0"	"Paneth-like"
"s3946"	"1"	"Stem"
"s3947"	"2"	"DCSC"
"s3948"	"0"	"Fibroblast"
"s3949"	"2"	"Smooth.Muscle"
"s3950"	"2"	"Fibroblast"
"s3951"	"1"	"DCSC"
"s3952"	"1"	"Stem"
"s3953"	"2"	"DCSC"
"s3954"	"1"	"Paneth-like"
"s3955"	"2"	"Macrophage"
"s3956"	"2"	"B.cell-IgA"
"s3957"	"1"	"Fibroblast"
"s3958"	"2"	"Stem"
"s3959"	"2"	"DCSC"
"s3960"	"1"	"DCSC"
"s3961"	"1"	"DCSC"
"s3962"	"0"	"Macrophage"
"s3963"	"1"	"B.cell-IgG"
"s3964"	"1"	"B.cell-IgA"
"s3965"	"0"	"Stem"
"s3966"	"0"	"Stem"
"s3967"	"1"	"Stem"
"s3968"	"2"	"B.cell-IgA"
"s3969"	"1"	"B.cell-IgA"
"s3970"	"0"	"B.cell-IgA"
"s3971"	"0"	"B.cell-IgA"
"s3972"	"2"	"Stem"
"s3973"	"2"	"Stem"
"s3974"	"2"	"Paneth-like"
"s3975"	"0"	"B.cell-IgA"
"s3976"	"2"	"B.cell-IgA"
"s3977"	"0"	"B.cell-IgA"
"s3978"	"1"	"Smooth.Muscle"
"s3979"	"2"	"Stem"
"s3980"	"2"	"B.cell-Immature"
"s3981"	"2"	"Macrophage"
"s3982"	"2"	"Macrophage"
"s3983"	"2"	"Fibroblast"
"s3984"	"0"	"DCSC"
"s3985"	"1"	"DCSC"
"s3986"	"1"	"Paneth-like"
"s3987"	"2"	"Paneth-like"
"s3988"	"1"	"Stem"
"s3989"	"1"	"DCSC"
"s3990"	"1"	"Macrophage"
"s3991"	"2"	"Smooth.Muscle"
"s3992"	"0"	"Fibroblast"
"s3993"	"1"	"DCSC"
"s3994"	"2"	"Stem"
"s3995"	"1"	"DCSC"
"s3996"	"0"	"Paneth-like"
"s3997"	"2"	"Macrophage"
"s3998"	"1"	"B.cell-IgA"
"s3999"	"2"	"Fibroblast"
"s4000"	"2"	"Stem"
"s4001"	"2"	"DCSC"
"s4002"	"0"	"DCSC"
"s4003"	"0"	"DCSC"
"s4004"	"0"	"Macrophage"
"s4005"	"2"	"B.cell-IgG"
"s4006"	"1"	"B.cell-IgA"
"s4007"	"0"	"Stem"
"s4008"	"1"	"Stem"
"s4009"	"0"	"Stem"
"s4010"	"0"	"B.cell-IgA"
"s4011"	"0"	"B.cell-IgA"
"s4012"	"0"	"B.cell-IgA"
"s4013"	"2"	"B.cell-IgA"
"s4014"	"1"	"Stem"
"s4015"	"0"	"Stem"
"s4016"	"0"	"Paneth-like"
"s4017"	"0"	"B.cell-IgA"
"s4018"	"1"	"B.cell-IgA"
"s4019"	"0"	"B.cell-IgA"
"s4020"	"0"	"Smooth.Muscle"
"s4021"	"2"	"B.cell-IgG"
"s4022"	"0"	"B.cell-IgA"
"s4023"	"2"	"B.cell-IgA"
"s4024"	"2"	"DCSC"
"s4025"	"0"	"B.cell-IgG"
"s4026"	"1"	"DCSC"
"s4027"	"2"	"DCSC"
"s4028"	"1"	"Stem"
"s4029"	"0"	"B.cell-Immature"
"s4030"	"1"	"Macrophage"
"s4031"	"2"	"Macrophage"
"s4032"	"2"	"Fibroblast"
"s4033"	"2"	"DCSC"
"s4034"	"2"	"Smooth.Muscle"
"s4035"	"0"	"Paneth-like"
"s4036"	"1"	"Stem"
"s4037"	"1"	"Stem"
"s4038"	"0"	"DCSC"
"s4039"	"2"	"Macrophage"
"s4040"	"0"	"Smooth.Muscle"
"s4041"	"2"	"Fibroblast"
"s4042"	"1"	"DCSC"
"s4043"	"1"	"DCSC"
"s4044"	"0"	"DCSC"
"s4045"	"2"	"DCSC"
"s4046"	"1"	"Macrophage"
"s4047"	"0"	"B.cell-IgA"
"s4048"	"0"	"Fibroblast"
"s4049"	"2"	"Stem"
"s4050"	"1"	"DCSC"
"s4051"	"1"	"DCSC"
"s4052"	"2"	"DCSC"
"s4053"	"2"	"Macrophage"
"s4054"	"1"	"B.cell-IgG"
"s4055"	"2"	"B.cell-IgA"
"s4056"	"0"	"Stem"
"s4057"	"2"	"Stem"
"s4058"	"2"	"Stem"
"s4059"	"0"	"B.cell-IgA"
"s4060"	"1"	"B.cell-IgA"
"s4061"	"0"	"B.cell-IgA"
"s4062"	"0"	"B.cell-IgA"
"s4063"	"1"	"Paneth-like"
"s4064"	"2"	"Paneth-like"
"s4065"	"2"	"Paneth-like"
"s4066"	"1"	"B.cell-IgA"
"s4067"	"2"	"B.cell-IgA"
"s4068"	"1"	"B.cell-IgG"
"s4069"	"2"	"Smooth.Muscle"
"s4070"	"0"	"B.cell-IgG"
"s4071"	"1"	"B.cell-IgA"
"s4072"	"1"	"B.cell-IgA"
"s4073"	"0"	"DCSC"
"s4074"	"0"	"B.cell-IgG"
"s4075"	"0"	"DCSC"
"s4076"	"1"	"DCSC"
"s4077"	"2"	"Paneth-like"
"s4078"	"1"	"B.cell-Immature"
"s4079"	"1"	"Macrophage"
"s4080"	"2"	"Macrophage"
"s4081"	"1"	"Fibroblast"
"s4082"	"2"	"DCSC"
"s4083"	"2"	"Fibroblast"
"s4084"	"1"	"Paneth-like"
"s4085"	"1"	"Stem"
"s4086"	"0"	"Stem"
"s4087"	"1"	"Paneth-like"
"s4088"	"2"	"Macrophage"
"s4089"	"1"	"Smooth.Muscle"
"s4090"	"2"	"Fibroblast"
"s4091"	"2"	"DCSC"
"s4092"	"0"	"DCSC"
"s4093"	"2"	"DCSC"
"s4094"	"1"	"DCSC"
"s4095"	"1"	"Macrophage"
"s4096"	"1"	"B.cell-IgA"
"s4097"	"1"	"Fibroblast"
"s4098"	"0"	"Stem"
"s4099"	"1"	"DCSC"
"s4100"	"0"	"DCSC"
"s4101"	"1"	"DCSC"
"s4102"	"1"	"Macrophage"
"s4103"	"2"	"B.cell-IgG"
"s4104"	"2"	"B.cell-IgA"
"s4105"	"1"	"Stem"
"s4106"	"0"	"Stem"
"s4107"	"1"	"Stem"
"s4108"	"2"	"B.cell-IgA"
"s4109"	"0"	"B.cell-IgA"
"s4110"	"0"	"B.cell-IgA"
"s4111"	"2"	"B.cell-IgA"
"s4112"	"1"	"Paneth-like"
"s4113"	"0"	"Paneth-like"
"s4114"	"0"	"Paneth-like"
"s4115"	"2"	"Paneth-like"
"s4116"	"1"	"B.cell-Immature"
"s4117"	"1"	"B.cell-IgG"
"s4118"	"0"	"Smooth.Muscle"
"s4119"	"1"	"B.cell-IgG"
"s4120"	"2"	"B.cell-IgA"
"s4121"	"1"	"B.cell-IgA"
"s4122"	"1"	"DCSC"
"s4123"	"2"	"B.cell-IgG"
"s4124"	"0"	"DCSC"
"s4125"	"2"	"DCSC"
"s4126"	"2"	"Paneth-like"
"s4127"	"1"	"Stem"
"s4128"	"2"	"Macrophage"
"s4129"	"1"	"Macrophage"
"s4130"	"1"	"Fibroblast"
"s4131"	"2"	"DCSC"
"s4132"	"1"	"Fibroblast"
"s4133"	"2"	"Paneth-like"
"s4134"	"1"	"Stem"
"s4135"	"2"	"Stem"
"s4136"	"1"	"Paneth-like"
"s4137"	"0"	"Macrophage"
"s4138"	"0"	"Smooth.Muscle"
"s4139"	"2"	"Smooth.Muscle"
"s4140"	"2"	"DCSC"
"s4141"	"2"	"DCSC"
"s4142"	"0"	"DCSC"
"s4143"	"0"	"DCSC"
"s4144"	"0"	"Macrophage"
"s4145"	"0"	"B.cell-IgA"
"s4146"	"1"	"Fibroblast"
"s4147"	"0"	"Stem"
"s4148"	"0"	"DCSC"
"s4149"	"2"	"DCSC"
"s4150"	"0"	"DCSC"
"s4151"	"0"	"Macrophage"
"s4152"	"0"	"B.cell-IgG"
"s4153"	"2"	"B.cell-IgA"
"s4154"	"1"	"Stem"
"s4155"	"2"	"Stem"
"s4156"	"0"	"Stem"
"s4157"	"2"	"B.cell-IgA"
"s4158"	"2"	"B.cell-IgA"
"s4159"	"0"	"B.cell-IgA"
"s4160"	"2"	"B.cell-IgA"
"s4161"	"1"	"Paneth-like"
"s4162"	"0"	"Paneth-like"
"s4163"	"2"	"DCSC"
"s4164"	"1"	"Paneth-like"
"s4165"	"2"	"B.cell-Immature"
"s4166"	"2"	"B.cell-IgG"
"s4167"	"1"	"Smooth.Muscle"
"s4168"	"1"	"B.cell-IgG"
"s4169"	"0"	"B.cell-IgA"
"s4170"	"0"	"Macrophage"
"s4171"	"1"	"DCSC"
"s4172"	"2"	"B.cell-IgG"
"s4173"	"2"	"DCSC"
"s4174"	"2"	"DCSC"
"s4175"	"0"	"Paneth-like"
"s4176"	"2"	"Stem"
"s4177"	"1"	"Macrophage"
"s4178"	"2"	"Macrophage"
"s4179"	"0"	"Fibroblast"
"s4180"	"1"	"Stem"
"s4181"	"2"	"Fibroblast"
"s4182"	"2"	"Paneth-like"
"s4183"	"2"	"Stem"
"s4184"	"2"	"Paneth-like"
"s4185"	"1"	"Paneth-like"
"s4186"	"2"	"Macrophage"
"s4187"	"2"	"Smooth.Muscle"
"s4188"	"1"	"Smooth.Muscle"
"s4189"	"2"	"DCSC"
"s4190"	"2"	"DCSC"
"s4191"	"1"	"DCSC"
"s4192"	"2"	"DCSC"
"s4193"	"1"	"Macrophage"
"s4194"	"0"	"Stem"
"s4195"	"2"	"Fibroblast"
"s4196"	"2"	"Stem"
"s4197"	"1"	"DCSC"
"s4198"	"1"	"DCSC"
"s4199"	"0"	"DCSC"
"s4200"	"0"	"Macrophage"
"s4201"	"0"	"B.cell-IgA"
"s4202"	"0"	"B.cell-IgA"
"s4203"	"1"	"Stem"
"s4204"	"1"	"Stem"
"s4205"	"2"	"Stem"
"s4206"	"0"	"B.cell-IgA"
"s4207"	"0"	"B.cell-IgA"
"s4208"	"1"	"B.cell-IgA"
"s4209"	"1"	"B.cell-IgA"
"s4210"	"2"	"Paneth-like"
"s4211"	"0"	"Paneth-like"
"s4212"	"1"	"DCSC"
"s4213"	"0"	"Paneth-like"
"s4214"	"2"	"DCSC"
"s4215"	"1"	"B.cell-IgG"
"s4216"	"0"	"Smooth.Muscle"
"s4217"	"2"	"B.cell-IgG"
"s4218"	"0"	"B.cell-IgA"
"s4219"	"1"	"Macrophage"
"s4220"	"2"	"Macrophage"
"s4221"	"1"	"B.cell-IgG"
"s4222"	"2"	"DCSC"
"s4223"	"2"	"DCSC"
"s4224"	"0"	"Paneth-like"
"s4225"	"0"	"Stem"
"s4226"	"0"	"Macrophage"
"s4227"	"2"	"DCSC"
"s4228"	"0"	"Fibroblast"
"s4229"	"1"	"DCSC"
"s4230"	"1"	"Fibroblast"
"s4231"	"1"	"Paneth-like"
"s4232"	"1"	"Stem"
"s4233"	"2"	"Paneth-like"
"s4234"	"1"	"Paneth-like"
"s4235"	"0"	"Macrophage"
"s4236"	"2"	"B.cell-IgA"
"s4237"	"1"	"Smooth.Muscle"
"s4238"	"1"	"Stem"
"s4239"	"1"	"DCSC"
"s4240"	"1"	"DCSC"
"s4241"	"0"	"DCSC"
"s4242"	"0"	"Macrophage"
"s4243"	"0"	"Stem"
"s4244"	"2"	"Fibroblast"
"s4245"	"0"	"Stem"
"s4246"	"2"	"Stem"
"s4247"	"2"	"DCSC"
"s4248"	"0"	"Stem"
"s4249"	"2"	"B.cell-IgA"
"s4250"	"2"	"B.cell-IgA"
"s4251"	"1"	"B.cell-IgA"
"s4252"	"1"	"Stem"
"s4253"	"2"	"Stem"
"s4254"	"0"	"Stem"
"s4255"	"2"	"B.cell-IgA"
"s4256"	"1"	"B.cell-IgA"
"s4257"	"1"	"B.cell-IgA"
"s4258"	"2"	"B.cell-IgA"
"s4259"	"0"	"Paneth-like"
"s4260"	"2"	"DCSC"
"s4261"	"0"	"DCSC"
"s4262"	"1"	"Paneth-like"
"s4263"	"0"	"DCSC"
"s4264"	"2"	"B.cell-IgG"
"s4265"	"2"	"Smooth.Muscle"
"s4266"	"2"	"B.cell-IgG"
"s4267"	"1"	"B.cell-IgA"
"s4268"	"0"	"Macrophage"
"s4269"	"1"	"Macrophage"
"s4270"	"0"	"B.cell-IgG"
"s4271"	"2"	"DCSC"
"s4272"	"2"	"DCSC"
"s4273"	"2"	"Paneth-like"
"s4274"	"2"	"Paneth-like"
"s4275"	"2"	"Macrophage"
"s4276"	"2"	"DCSC"
"s4277"	"0"	"Fibroblast"
"s4278"	"0"	"DCSC"
"s4279"	"0"	"Fibroblast"
"s4280"	"1"	"Paneth-like"
"s4281"	"2"	"Stem"
"s4282"	"1"	"Paneth-like"
"s4283"	"0"	"Paneth-like"
"s4284"	"0"	"Smooth.Muscle"
"s4285"	"2"	"B.cell-IgA"
"s4286"	"1"	"Fibroblast"
"s4287"	"2"	"Stem"
"s4288"	"1"	"DCSC"
"s4289"	"2"	"DCSC"
"s4290"	"1"	"DCSC"
"s4291"	"0"	"Macrophage"
"s4292"	"2"	"B.cell-IgG"
"s4293"	"1"	"Fibroblast"
"s4294"	"0"	"Stem"
"s4295"	"0"	"Stem"
"s4296"	"0"	"DCSC"
"s4297"	"2"	"Stem"
"s4298"	"2"	"B.cell-IgA"
"s4299"	"1"	"B.cell-IgA"
"s4300"	"1"	"B.cell-IgA"
"s4301"	"1"	"Paneth-like"
"s4302"	"2"	"Stem"
"s4303"	"0"	"Stem"
"s4304"	"2"	"B.cell-IgA"
"s4305"	"0"	"B.cell-IgA"
"s4306"	"2"	"B.cell-IgA"
"s4307"	"1"	"B.cell-IgA"
"s4308"	"1"	"Paneth-like"
"s4309"	"2"	"DCSC"
"s4310"	"2"	"DCSC"
"s4311"	"2"	"Paneth-like"
"s4312"	"1"	"DCSC"
"s4313"	"0"	"B.cell-IgG"
"s4314"	"0"	"Smooth.Muscle"
"s4315"	"1"	"Stem"
"s4316"	"0"	"B.cell-Immature"
"s4317"	"0"	"Macrophage"
"s4318"	"1"	"Macrophage"
"s4319"	"1"	"DCSC"
"s4320"	"2"	"DCSC"
"s4321"	"2"	"DCSC"
"s4322"	"0"	"Paneth-like"
"s4323"	"0"	"Paneth-like"
"s4324"	"1"	"Stem"
"s4325"	"0"	"DCSC"
"s4326"	"2"	"Fibroblast"
"s4327"	"0"	"Fibroblast"
"s4328"	"2"	"Fibroblast"
"s4329"	"0"	"DCSC"
"s4330"	"2"	"Stem"
"s4331"	"2"	"DCSC"
"s4332"	"0"	"Paneth-like"
"s4333"	"2"	"Smooth.Muscle"
"s4334"	"1"	"B.cell-IgA"
"s4335"	"2"	"Fibroblast"
"s4336"	"2"	"Stem"
"s4337"	"1"	"DCSC"
"s4338"	"0"	"DCSC"
"s4339"	"1"	"DCSC"
"s4340"	"2"	"Macrophage"
"s4341"	"0"	"B.cell-IgG"
"s4342"	"2"	"Fibroblast"
"s4343"	"0"	"Stem"
"s4344"	"1"	"Stem"
"s4345"	"1"	"DCSC"
"s4346"	"1"	"Stem"
"s4347"	"0"	"B.cell-IgA"
"s4348"	"0"	"B.cell-IgA"
"s4349"	"0"	"B.cell-IgA"
"s4350"	"0"	"Paneth-like"
"s4351"	"0"	"Stem"
"s4352"	"0"	"Paneth-like"
"s4353"	"0"	"B.cell-IgA"
"s4354"	"2"	"B.cell-IgA"
"s4355"	"2"	"B.cell-IgA"
"s4356"	"0"	"B.cell-IgA"
"s4357"	"0"	"Paneth-like"
"s4358"	"1"	"DCSC"
"s4359"	"1"	"DCSC"
"s4360"	"1"	"Paneth-like"
"s4361"	"1"	"DCSC"
"s4362"	"0"	"B.cell-IgG"
"s4363"	"0"	"Smooth.Muscle"
"s4364"	"0"	"Stem"
"s4365"	"0"	"B.cell-Immature"
"s4366"	"2"	"Macrophage"
"s4367"	"0"	"Macrophage"
"s4368"	"2"	"DCSC"
"s4369"	"1"	"DCSC"
"s4370"	"1"	"DCSC"
"s4371"	"1"	"Paneth-like"
"s4372"	"1"	"Paneth-like"
"s4373"	"0"	"Stem"
"s4374"	"2"	"DCSC"
"s4375"	"1"	"Fibroblast"
"s4376"	"2"	"Smooth.Muscle"
"s4377"	"1"	"Fibroblast"
"s4378"	"0"	"DCSC"
"s4379"	"1"	"Stem"
"s4380"	"1"	"DCSC"
"s4381"	"1"	"Paneth-like"
"s4382"	"2"	"Smooth.Muscle"
"s4383"	"2"	"B.cell-IgA"
"s4384"	"2"	"Fibroblast"
"s4385"	"0"	"Stem"
"s4386"	"1"	"DCSC"
"s4387"	"1"	"DCSC"
"s4388"	"2"	"DCSC"
"s4389"	"1"	"Macrophage"
"s4390"	"1"	"B.cell-IgG"
"s4391"	"0"	"Fibroblast"
"s4392"	"0"	"Stem"
"s4393"	"1"	"Stem"
"s4394"	"1"	"Stem"
"s4395"	"0"	"B.cell-IgA"
"s4396"	"1"	"B.cell-IgA"
"s4397"	"0"	"B.cell-IgA"
"s4398"	"2"	"B.cell-IgA"
"s4399"	"1"	"Paneth-like"
"s4400"	"0"	"Stem"
"s4401"	"0"	"Paneth-like"
"s4402"	"0"	"B.cell-IgA"
"s4403"	"0"	"B.cell-IgA"
"s4404"	"2"	"B.cell-IgA"
"s4405"	"0"	"Smooth.Muscle"
"s4406"	"2"	"Stem"
"s4407"	"2"	"B.cell-Immature"
"s4408"	"2"	"Macrophage"
"s4409"	"1"	"Macrophage"
"s4410"	"1"	"Fibroblast"
"s4411"	"2"	"DCSC"
"s4412"	"1"	"Smooth.Muscle"
"s4413"	"1"	"Paneth-like"
"s4414"	"1"	"Paneth-like"
"s4415"	"0"	"Stem"
"s4416"	"2"	"DCSC"
"s4417"	"2"	"Fibroblast"
"s4418"	"2"	"Smooth.Muscle"
"s4419"	"1"	"Fibroblast"
"s4420"	"0"	"DCSC"
"s4421"	"2"	"Stem"
"s4422"	"2"	"DCSC"
"s4423"	"2"	"Paneth-like"
"s4424"	"2"	"Macrophage"
"s4425"	"0"	"B.cell-IgA"
"s4426"	"1"	"Fibroblast"
"s4427"	"2"	"Stem"
"s4428"	"2"	"DCSC"
"s4429"	"2"	"DCSC"
"s4430"	"0"	"DCSC"
"s4431"	"2"	"Macrophage"
"s4432"	"0"	"B.cell-IgG"
"s4433"	"2"	"Fibroblast"
"s4434"	"2"	"Stem"
"s4435"	"0"	"Stem"
"s4436"	"1"	"Stem"
"s4437"	"0"	"B.cell-IgA"
"s4438"	"2"	"B.cell-IgA"
"s4439"	"1"	"B.cell-IgA"
"s4440"	"0"	"B.cell-IgA"
"s4441"	"1"	"Paneth-like"
"s4442"	"0"	"Stem"
"s4443"	"2"	"Paneth-like"
"s4444"	"2"	"B.cell-IgA"
"s4445"	"1"	"B.cell-IgA"
"s4446"	"0"	"B.cell-IgA"
"s4447"	"0"	"Smooth.Muscle"
"s4448"	"0"	"Stem"
"s4449"	"2"	"B.cell-Immature"
"s4450"	"2"	"Macrophage"
"s4451"	"2"	"Macrophage"
"s4452"	"0"	"Fibroblast"
"s4453"	"1"	"DCSC"
"s4454"	"2"	"DCSC"
"s4455"	"1"	"Paneth-like"
"s4456"	"0"	"Stem"
"s4457"	"1"	"Stem"
"s4458"	"1"	"DCSC"
"s4459"	"0"	"Macrophage"
"s4460"	"2"	"Smooth.Muscle"
"s4461"	"2"	"Fibroblast"
"s4462"	"1"	"DCSC"
"s4463"	"1"	"Stem"
"s4464"	"0"	"DCSC"
"s4465"	"2"	"Paneth-like"
"s4466"	"2"	"Macrophage"
"s4467"	"0"	"B.cell-IgA"
"s4468"	"2"	"Fibroblast"
"s4469"	"1"	"Stem"
"s4470"	"0"	"DCSC"
"s4471"	"0"	"DCSC"
"s4472"	"0"	"DCSC"
"s4473"	"1"	"Macrophage"
"s4474"	"1"	"B.cell-IgG"
"s4475"	"1"	"B.cell-IgA"
"s4476"	"2"	"Stem"
"s4477"	"0"	"Stem"
"s4478"	"1"	"Stem"
"s4479"	"1"	"B.cell-IgA"
"s4480"	"1"	"B.cell-IgA"
"s4481"	"0"	"B.cell-IgA"
"s4482"	"0"	"B.cell-IgA"
"s4483"	"2"	"Paneth-like"
"s4484"	"1"	"Stem"
"s4485"	"2"	"Paneth-like"
"s4486"	"0"	"B.cell-IgA"
"s4487"	"1"	"B.cell-IgA"
"s4488"	"0"	"B.cell-IgA"
"s4489"	"1"	"Smooth.Muscle"
