"cell_ID"	"FOV"	"cell_types"
"s1549"	"1"	"DCSC"
"s1550"	"0"	"Paneth-like"
"s1551"	"2"	"Paneth-like"
"s1552"	"0"	"B.cell-Immature"
"s1553"	"0"	"B.cell-IgG"
"s1554"	"0"	"Smooth.Muscle"
"s1555"	"1"	"B.cell-IgG"
"s1556"	"1"	"B.cell-IgA"
"s1557"	"2"	"Macrophage"
"s1558"	"1"	"Stem"
"s1559"	"1"	"DCSC"
"s1560"	"0"	"DCSC"
"s1561"	"1"	"DCSC"
"s1562"	"1"	"Paneth-like"
"s1563"	"0"	"Macrophage"
"s1564"	"1"	"Macrophage"
"s1565"	"1"	"Macrophage"
"s1566"	"2"	"Fibroblast"
"s1567"	"0"	"DCSC"
"s1568"	"1"	"Fibroblast"
"s1569"	"0"	"DCSC"
"s1570"	"0"	"Stem"
"s1571"	"2"	"Paneth-like"
"s1572"	"1"	"Paneth-like"
"s1573"	"0"	"Macrophage"
"s1574"	"0"	"B.cell-IgA"
"s1575"	"1"	"Smooth.Muscle"
"s1576"	"1"	"DCSC"
"s1577"	"1"	"DCSC"
"s1578"	"1"	"DCSC"
"s1579"	"0"	"DCSC"
"s1580"	"2"	"Macrophage"
"s1581"	"0"	"Fibroblast"
"s1582"	"1"	"Fibroblast"
"s1583"	"1"	"DCSC"
"s1584"	"0"	"DCSC"
"s1585"	"0"	"DCSC"
"s1586"	"1"	"DCSC"
"s1587"	"1"	"B.cell-IgG"
"s1588"	"2"	"B.cell-IgA"
"s1589"	"2"	"B.cell-IgA"
"s1590"	"0"	"Stem"
"s1591"	"2"	"Stem"
"s1592"	"0"	"Stem"
"s1593"	"0"	"B.cell-IgA"
"s1594"	"1"	"B.cell-IgA"
"s1595"	"0"	"B.cell-IgA"
"s1596"	"2"	"B.cell-IgA"
"s1597"	"1"	"Paneth-like"
"s1598"	"2"	"DCSC"
"s1599"	"1"	"Paneth-like"
"s1600"	"0"	"Paneth-like"
"s1601"	"0"	"B.cell-Immature"
"s1602"	"2"	"B.cell-IgG"
"s1603"	"1"	"Smooth.Muscle"
"s1604"	"0"	"B.cell-IgG"
"s1605"	"2"	"B.cell-Immature"
"s1606"	"2"	"Macrophage"
"s1607"	"0"	"Stem"
"s1608"	"0"	"DCSC"
"s1609"	"0"	"DCSC"
"s1610"	"1"	"DCSC"
"s1611"	"2"	"Paneth-like"
"s1612"	"2"	"Macrophage"
"s1613"	"2"	"Macrophage"
"s1614"	"0"	"Macrophage"
"s1615"	"1"	"Fibroblast"
"s1616"	"0"	"DCSC"
"s1617"	"0"	"Fibroblast"
"s1618"	"0"	"DCSC"
"s1619"	"1"	"Paneth-like"
"s1620"	"0"	"Paneth-like"
"s1621"	"0"	"Paneth-like"
"s1622"	"1"	"Macrophage"
"s1623"	"1"	"B.cell-IgA"
"s1624"	"1"	"Smooth.Muscle"
"s1625"	"2"	"DCSC"
"s1626"	"1"	"DCSC"
"s1627"	"1"	"DCSC"
"s1628"	"1"	"DCSC"
"s1629"	"0"	"Macrophage"
"s1630"	"2"	"B.cell-IgA"
"s1631"	"1"	"Fibroblast"
"s1632"	"2"	"Stem"
"s1633"	"2"	"DCSC"
"s1634"	"2"	"DCSC"
"s1635"	"1"	"DCSC"
"s1636"	"2"	"B.cell-IgG"
"s1637"	"0"	"B.cell-IgA"
"s1638"	"1"	"B.cell-IgA"
"s1639"	"0"	"Stem"
"s1640"	"0"	"Stem"
"s1641"	"2"	"Stem"
"s1642"	"0"	"B.cell-IgA"
"s1643"	"1"	"B.cell-IgA"
"s1644"	"0"	"B.cell-IgA"
"s1645"	"1"	"B.cell-IgA"
"s1646"	"1"	"Paneth-like"
"s1647"	"0"	"DCSC"
"s1648"	"2"	"Paneth-like"
"s1649"	"2"	"Paneth-like"
"s1650"	"1"	"B.cell-Immature"
"s1651"	"1"	"B.cell-IgG"
"s1652"	"0"	"Smooth.Muscle"
"s1653"	"2"	"B.cell-IgG"
"s1654"	"2"	"B.cell-Immature"
"s1655"	"1"	"Macrophage"
"s1656"	"2"	"Stem"
"s1657"	"0"	"DCSC"
"s1658"	"1"	"DCSC"
"s1659"	"0"	"DCSC"
"s1660"	"0"	"Paneth-like"
"s1661"	"0"	"Stem"
"s1662"	"0"	"Macrophage"
"s1663"	"0"	"Macrophage"
"s1664"	"0"	"Fibroblast"
"s1665"	"1"	"Fibroblast"
"s1666"	"1"	"Fibroblast"
"s1667"	"0"	"DCSC"
"s1668"	"2"	"Paneth-like"
"s1669"	"0"	"Paneth-like"
"s1670"	"0"	"Paneth-like"
"s1671"	"0"	"Macrophage"
"s1672"	"1"	"B.cell-IgA"
"s1673"	"2"	"Smooth.Muscle"
"s1674"	"0"	"DCSC"
"s1675"	"1"	"DCSC"
"s1676"	"2"	"DCSC"
"s1677"	"0"	"DCSC"
"s1678"	"0"	"Macrophage"
"s1679"	"1"	"B.cell-IgA"
"s1680"	"0"	"Fibroblast"
"s1681"	"1"	"Stem"
"s1682"	"0"	"Stem"
"s1683"	"2"	"DCSC"
"s1684"	"2"	"DCSC"
"s1685"	"1"	"B.cell-IgG"
"s1686"	"1"	"B.cell-IgA"
"s1687"	"1"	"B.cell-IgA"
"s1688"	"1"	"Paneth-like"
"s1689"	"0"	"Stem"
"s1690"	"1"	"Stem"
"s1691"	"0"	"B.cell-IgA"
"s1692"	"2"	"B.cell-IgA"
"s1693"	"2"	"B.cell-IgA"
"s1694"	"2"	"B.cell-IgA"
"s1695"	"2"	"Paneth-like"
"s1696"	"1"	"Stem"
"s1697"	"1"	"Paneth-like"
"s1698"	"1"	"Paneth-like"
"s1699"	"1"	"DCSC"
"s1700"	"0"	"B.cell-IgG"
"s1701"	"1"	"Smooth.Muscle"
"s1702"	"2"	"B.cell-IgG"
"s1703"	"2"	"B.cell-Immature"
"s1704"	"2"	"Macrophage"
"s1705"	"0"	"Macrophage"
"s1706"	"1"	"DCSC"
"s1707"	"1"	"DCSC"
"s1708"	"0"	"Smooth.Muscle"
"s1709"	"0"	"Paneth-like"
"s1710"	"2"	"Stem"
"s1711"	"0"	"Stem"
"s1712"	"0"	"Macrophage"
"s1713"	"1"	"Fibroblast"
"s1714"	"0"	"Fibroblast"
"s1715"	"0"	"Fibroblast"
"s1716"	"2"	"DCSC"
"s1717"	"1"	"Paneth-like"
"s1718"	"2"	"Paneth-like"
"s1719"	"1"	"Paneth-like"
"s1720"	"1"	"Macrophage"
"s1721"	"1"	"B.cell-IgA"
"s1722"	"2"	"Smooth.Muscle"
"s1723"	"1"	"DCSC"
"s1724"	"0"	"DCSC"
"s1725"	"0"	"DCSC"
"s1726"	"1"	"DCSC"
"s1727"	"2"	"Macrophage"
"s1728"	"0"	"B.cell-IgA"
"s1729"	"1"	"Fibroblast"
"s1730"	"2"	"DCSC"
"s1731"	"2"	"Stem"
"s1732"	"2"	"Stem"
"s1733"	"1"	"DCSC"
"s1734"	"2"	"B.cell-IgA"
"s1735"	"1"	"B.cell-IgA"
"s1736"	"1"	"B.cell-IgA"
"s1737"	"1"	"Paneth-like"
"s1738"	"2"	"Stem"
"s1739"	"1"	"Stem"
"s1740"	"1"	"B.cell-IgA"
"s1741"	"2"	"B.cell-IgA"
"s1742"	"0"	"B.cell-IgG"
"s1743"	"0"	"Smooth.Muscle"
"s1744"	"2"	"Paneth-like"
"s1745"	"2"	"Stem"
"s1746"	"1"	"Paneth-like"
"s1747"	"2"	"Paneth-like"
"s1748"	"2"	"DCSC"
"s1749"	"2"	"B.cell-IgG"
"s1750"	"0"	"Smooth.Muscle"
"s1751"	"1"	"Stem"
"s1752"	"2"	"B.cell-Immature"
"s1753"	"2"	"Macrophage"
"s1754"	"1"	"Macrophage"
"s1755"	"0"	"DCSC"
"s1756"	"0"	"DCSC"
"s1757"	"0"	"Smooth.Muscle"
"s1758"	"2"	"Paneth-like"
"s1759"	"1"	"Stem"
"s1760"	"1"	"Stem"
"s1761"	"1"	"Macrophage"
"s1762"	"2"	"Macrophage"
"s1763"	"2"	"Fibroblast"
"s1764"	"2"	"Fibroblast"
"s1765"	"0"	"DCSC"
"s1766"	"2"	"Paneth-like"
"s1767"	"1"	"Paneth-like"
"s1768"	"2"	"Paneth-like"
"s1769"	"1"	"Macrophage"
"s1770"	"0"	"B.cell-IgA"
"s1771"	"0"	"Smooth.Muscle"
"s1772"	"2"	"DCSC"
"s1773"	"0"	"DCSC"
"s1774"	"0"	"DCSC"
"s1775"	"2"	"DCSC"
"s1776"	"2"	"Macrophage"
"s1777"	"0"	"B.cell-IgA"
"s1778"	"2"	"Fibroblast"
"s1779"	"2"	"DCSC"
"s1780"	"0"	"Stem"
"s1781"	"1"	"Stem"
"s1782"	"2"	"B.cell-IgA"
"s1783"	"1"	"B.cell-IgA"
"s1784"	"0"	"B.cell-IgA"
"s1785"	"1"	"B.cell-IgA"
"s1786"	"1"	"Paneth-like"
"s1787"	"0"	"Stem"
"s1788"	"2"	"Stem"
"s1789"	"2"	"B.cell-IgA"
"s1790"	"2"	"B.cell-Immature"
"s1791"	"1"	"B.cell-IgG"
"s1792"	"0"	"Smooth.Muscle"
"s1793"	"1"	"Stem"
"s1794"	"1"	"B.cell-Immature"
"s1795"	"0"	"Macrophage"
"s1796"	"2"	"Macrophage"
"s1797"	"2"	"DCSC"
"s1798"	"0"	"DCSC"
"s1799"	"1"	"Smooth.Muscle"
"s1800"	"2"	"Paneth-like"
"s1801"	"2"	"Stem"
"s1802"	"1"	"Stem"
"s1803"	"0"	"DCSC"
"s1804"	"1"	"Macrophage"
"s1805"	"2"	"Fibroblast"
"s1806"	"1"	"Fibroblast"
"s1807"	"2"	"DCSC"
"s1808"	"0"	"Paneth-like"
"s1809"	"2"	"Paneth-like"
"s1810"	"1"	"Paneth-like"
"s1811"	"0"	"Macrophage"
"s1812"	"0"	"B.cell-IgA"
"s1813"	"2"	"Smooth.Muscle"
"s1814"	"2"	"DCSC"
"s1815"	"0"	"DCSC"
"s1816"	"2"	"DCSC"
"s1817"	"2"	"DCSC"
"s1818"	"0"	"Macrophage"
"s1819"	"2"	"B.cell-IgA"
"s1820"	"2"	"Fibroblast"
"s1821"	"0"	"Stem"
"s1822"	"1"	"Stem"
"s1823"	"1"	"Stem"
"s1824"	"0"	"B.cell-IgA"
"s1825"	"0"	"B.cell-IgA"
"s1826"	"0"	"B.cell-IgA"
"s1827"	"1"	"B.cell-IgA"
"s1828"	"1"	"Paneth-like"
"s1829"	"0"	"Stem"
"s1830"	"1"	"Stem"
"s1831"	"2"	"B.cell-IgA"
"s1832"	"0"	"B.cell-Immature"
"s1833"	"2"	"B.cell-IgG"
"s1834"	"1"	"Smooth.Muscle"
"s1835"	"0"	"Stem"
"s1836"	"1"	"B.cell-Immature"
"s1837"	"0"	"Macrophage"
"s1838"	"2"	"Macrophage"
"s1839"	"2"	"DCSC"
"s1840"	"1"	"DCSC"
"s1841"	"0"	"Smooth.Muscle"
"s1842"	"1"	"Paneth-like"
"s1843"	"1"	"Stem"
"s1844"	"1"	"Stem"
"s1845"	"2"	"DCSC"
"s1846"	"0"	"Macrophage"
"s1847"	"1"	"Fibroblast"
"s1848"	"2"	"Fibroblast"
"s1849"	"1"	"DCSC"
"s1850"	"0"	"Paneth-like"
"s1851"	"0"	"DCSC"
"s1852"	"1"	"Paneth-like"
"s1853"	"2"	"Macrophage"
"s1854"	"1"	"Fibroblast"
"s1855"	"0"	"Fibroblast"
"s1856"	"1"	"DCSC"
"s1857"	"1"	"Stem"
"s1858"	"0"	"DCSC"
"s1859"	"2"	"DCSC"
"s1860"	"1"	"Macrophage"
"s1861"	"0"	"B.cell-IgA"
"s1862"	"2"	"Fibroblast"
"s1863"	"0"	"Stem"
"s1864"	"2"	"Stem"
"s1865"	"0"	"Stem"
"s1866"	"0"	"B.cell-IgA"
"s1867"	"2"	"B.cell-IgA"
"s1868"	"1"	"B.cell-IgA"
"s1869"	"1"	"B.cell-IgA"
"s1870"	"2"	"Paneth-like"
"s1871"	"2"	"Stem"
"s1872"	"2"	"Stem"
"s1873"	"0"	"B.cell-IgA"
"s1874"	"1"	"B.cell-Immature"
"s1875"	"2"	"B.cell-IgG"
"s1876"	"0"	"Smooth.Muscle"
"s1877"	"1"	"B.cell-IgG"
"s1878"	"0"	"B.cell-IgA"
"s1879"	"0"	"DCSC"
"s1880"	"1"	"DCSC"
"s1881"	"0"	"DCSC"
"s1882"	"2"	"DCSC"
"s1883"	"0"	"DCSC"
"s1884"	"0"	"Stem"
"s1885"	"1"	"B.cell-Immature"
"s1886"	"0"	"Macrophage"
"s1887"	"2"	"Macrophage"
"s1888"	"1"	"DCSC"
"s1889"	"1"	"DCSC"
"s1890"	"0"	"Smooth.Muscle"
"s1891"	"2"	"Paneth-like"
"s1892"	"2"	"Stem"
"s1893"	"2"	"Stem"
"s1894"	"1"	"DCSC"
"s1895"	"0"	"Macrophage"
"s1896"	"2"	"Fibroblast"
"s1897"	"1"	"Fibroblast"
"s1898"	"1"	"DCSC"
"s1899"	"1"	"Paneth-like"
"s1900"	"2"	"DCSC"
"s1901"	"0"	"DCSC"
"s1902"	"2"	"Macrophage"
"s1903"	"2"	"Fibroblast"
"s1904"	"0"	"Fibroblast"
"s1905"	"1"	"DCSC"
"s1906"	"0"	"Stem"
"s1907"	"2"	"DCSC"
"s1908"	"1"	"DCSC"
"s1909"	"0"	"B.cell-IgG"
"s1910"	"2"	"B.cell-IgA"
"s1911"	"1"	"Fibroblast"
"s1912"	"1"	"Stem"
"s1913"	"2"	"Stem"
"s1914"	"2"	"Stem"
"s1915"	"2"	"B.cell-IgA"
"s1916"	"0"	"B.cell-IgA"
"s1917"	"2"	"B.cell-IgA"
"s1918"	"0"	"B.cell-IgA"
"s1919"	"0"	"Paneth-like"
"s1920"	"2"	"Stem"
"s1921"	"0"	"B.cell-IgA"
"s1922"	"1"	"B.cell-IgA"
"s1923"	"0"	"B.cell-Immature"
"s1924"	"1"	"B.cell-IgG"
"s1925"	"1"	"Smooth.Muscle"
"s1926"	"1"	"B.cell-IgG"
"s1927"	"2"	"B.cell-IgA"
"s1928"	"0"	"Macrophage"
"s1929"	"0"	"DCSC"
"s1930"	"0"	"DCSC"
"s1931"	"0"	"DCSC"
"s1932"	"2"	"DCSC"
"s1933"	"1"	"Paneth-like"
"s1934"	"1"	"B.cell-Immature"
"s1935"	"1"	"Macrophage"
"s1936"	"1"	"Macrophage"
"s1937"	"0"	"DCSC"
"s1938"	"2"	"Stem"
"s1939"	"2"	"Smooth.Muscle"
"s1940"	"0"	"DCSC"
"s1941"	"1"	"Stem"
"s1942"	"0"	"Paneth-like"
"s1943"	"0"	"DCSC"
"s1944"	"1"	"Macrophage"
"s1945"	"1"	"Fibroblast"
"s1946"	"0"	"Smooth.Muscle"
"s1947"	"1"	"DCSC"
"s1948"	"2"	"DCSC"
"s1949"	"0"	"DCSC"
"s1950"	"0"	"DCSC"
"s1951"	"2"	"Macrophage"
"s1952"	"2"	"Fibroblast"
"s1953"	"2"	"Fibroblast"
"s1954"	"1"	"DCSC"
"s1955"	"0"	"Stem"
"s1956"	"2"	"DCSC"
"s1957"	"0"	"DCSC"
"s1958"	"2"	"B.cell-IgG"
"s1959"	"1"	"B.cell-IgA"
"s1960"	"0"	"B.cell-IgA"
"s1961"	"1"	"Stem"
"s1962"	"1"	"Stem"
"s1963"	"1"	"Stem"
"s1964"	"0"	"B.cell-IgA"
"s1965"	"0"	"B.cell-IgA"
"s1966"	"1"	"B.cell-IgA"
"s1967"	"0"	"B.cell-IgA"
"s1968"	"0"	"Paneth-like"
"s1969"	"2"	"Stem"
"s1970"	"1"	"Paneth-like"
"s1971"	"1"	"Paneth-like"
"s1972"	"0"	"B.cell-Immature"
"s1973"	"0"	"B.cell-IgG"
"s1974"	"0"	"Smooth.Muscle"
"s1975"	"2"	"B.cell-IgG"
"s1976"	"2"	"B.cell-IgA"
"s1977"	"1"	"Macrophage"
"s1978"	"2"	"DCSC"
"s1979"	"2"	"DCSC"
"s1980"	"2"	"DCSC"
"s1981"	"0"	"DCSC"
"s1982"	"1"	"Paneth-like"
"s1983"	"0"	"Macrophage"
"s1984"	"0"	"Macrophage"
"s1985"	"2"	"Macrophage"
"s1986"	"0"	"DCSC"
"s1987"	"2"	"DCSC"
"s1988"	"0"	"Fibroblast"
"s1989"	"1"	"DCSC"
"s1990"	"2"	"Stem"
"s1991"	"1"	"Paneth-like"
"s1992"	"1"	"Paneth-like"
"s1993"	"2"	"Macrophage"
"s1994"	"1"	"B.cell-IgA"
"s1995"	"0"	"Smooth.Muscle"
"s1996"	"2"	"DCSC"
"s1997"	"2"	"DCSC"
"s1998"	"2"	"DCSC"
"s1999"	"1"	"Macrophage"
"s2000"	"0"	"Macrophage"
"s2001"	"2"	"Fibroblast"
"s2002"	"1"	"Fibroblast"
"s2003"	"2"	"DCSC"
"s2004"	"2"	"DCSC"
"s2005"	"1"	"DCSC"
"s2006"	"0"	"DCSC"
"s2007"	"0"	"B.cell-IgG"
"s2008"	"1"	"B.cell-IgA"
"s2009"	"1"	"B.cell-IgA"
"s2010"	"1"	"Stem"
"s2011"	"2"	"Stem"
"s2012"	"2"	"Stem"
"s2013"	"0"	"B.cell-IgA"
"s2014"	"0"	"B.cell-IgA"
"s2015"	"1"	"B.cell-IgA"
"s2016"	"0"	"B.cell-IgA"
"s2017"	"1"	"Paneth-like"
"s2018"	"2"	"Stem"
"s2019"	"1"	"Paneth-like"
"s2020"	"2"	"Paneth-like"
"s2021"	"0"	"B.cell-Immature"
"s2022"	"1"	"B.cell-IgG"
"s2023"	"0"	"Smooth.Muscle"
"s2024"	"2"	"B.cell-IgG"
"s2025"	"0"	"B.cell-IgA"
"s2026"	"2"	"Macrophage"
"s2027"	"2"	"Stem"
"s2028"	"1"	"DCSC"
"s2029"	"1"	"DCSC"
"s2030"	"0"	"DCSC"
"s2031"	"2"	"Paneth-like"
"s2032"	"0"	"Macrophage"
"s2033"	"0"	"Macrophage"
"s2034"	"1"	"Macrophage"
"s2035"	"0"	"Fibroblast"
"s2036"	"1"	"DCSC"
"s2037"	"2"	"Fibroblast"
"s2038"	"2"	"DCSC"
"s2039"	"0"	"Paneth-like"
"s2040"	"1"	"Paneth-like"
"s2041"	"2"	"Paneth-like"
"s2042"	"2"	"Macrophage"
"s2043"	"2"	"B.cell-IgA"
"s2044"	"2"	"Smooth.Muscle"
"s2045"	"0"	"DCSC"
"s2046"	"1"	"DCSC"
"s2047"	"2"	"DCSC"
"s2048"	"0"	"Macrophage"
"s2049"	"0"	"Macrophage"
"s2050"	"2"	"Fibroblast"
"s2051"	"1"	"Fibroblast"
"s2052"	"1"	"DCSC"
"s2053"	"1"	"DCSC"
"s2054"	"1"	"DCSC"
"s2055"	"2"	"DCSC"
"s2056"	"2"	"B.cell-IgG"
"s2057"	"2"	"B.cell-IgA"
"s2058"	"2"	"B.cell-IgA"
"s2059"	"1"	"Stem"
"s2060"	"0"	"Stem"
"s2061"	"1"	"Stem"
"s2062"	"0"	"B.cell-IgA"
"s2063"	"0"	"B.cell-IgA"
"s2064"	"0"	"B.cell-IgA"
"s2065"	"0"	"B.cell-IgA"
"s2066"	"2"	"Paneth-like"
"s2067"	"1"	"Stem"
"s2068"	"2"	"Paneth-like"
"s2069"	"0"	"Paneth-like"
"s2070"	"0"	"B.cell-Immature"
"s2071"	"0"	"B.cell-IgG"
"s2072"	"2"	"Smooth.Muscle"
"s2073"	"2"	"B.cell-IgG"
"s2074"	"0"	"B.cell-Immature"
"s2075"	"0"	"Macrophage"
"s2076"	"2"	"Stem"
"s2077"	"0"	"DCSC"
"s2078"	"1"	"DCSC"
"s2079"	"2"	"DCSC"
"s2080"	"0"	"Paneth-like"
"s2081"	"0"	"Macrophage"
"s2082"	"2"	"Macrophage"
"s2083"	"2"	"Macrophage"
"s2084"	"2"	"Fibroblast"
"s2085"	"2"	"DCSC"
"s2086"	"0"	"Fibroblast"
"s2087"	"2"	"DCSC"
"s2088"	"1"	"Paneth-like"
"s2089"	"2"	"Paneth-like"
"s2090"	"1"	"Paneth-like"
"s2091"	"2"	"Macrophage"
"s2092"	"0"	"B.cell-IgA"
"s2093"	"0"	"Smooth.Muscle"
"s2094"	"2"	"DCSC"
"s2095"	"0"	"DCSC"
"s2096"	"2"	"DCSC"
"s2097"	"1"	"Macrophage"
"s2098"	"2"	"Macrophage"
"s2099"	"1"	"Fibroblast"
"s2100"	"1"	"Fibroblast"
"s2101"	"0"	"DCSC"
"s2102"	"1"	"DCSC"
"s2103"	"1"	"DCSC"
"s2104"	"2"	"DCSC"
"s2105"	"0"	"B.cell-IgG"
"s2106"	"1"	"B.cell-IgA"
"s2107"	"1"	"B.cell-IgA"
"s2108"	"1"	"Stem"
"s2109"	"1"	"Stem"
"s2110"	"1"	"Stem"
"s2111"	"0"	"B.cell-IgA"
"s2112"	"0"	"B.cell-IgA"
"s2113"	"2"	"B.cell-IgA"
"s2114"	"1"	"B.cell-IgA"
"s2115"	"2"	"Paneth-like"
"s2116"	"1"	"Stem"
"s2117"	"1"	"Paneth-like"
"s2118"	"0"	"Paneth-like"
"s2119"	"0"	"B.cell-Immature"
"s2120"	"2"	"B.cell-IgG"
"s2121"	"0"	"Smooth.Muscle"
"s2122"	"0"	"B.cell-IgG"
"s2123"	"2"	"B.cell-Immature"
"s2124"	"0"	"Macrophage"
"s2125"	"0"	"Stem"
"s2126"	"0"	"DCSC"
"s2127"	"0"	"DCSC"
"s2128"	"1"	"DCSC"
"s2129"	"2"	"Paneth-like"
"s2130"	"2"	"Stem"
"s2131"	"0"	"Macrophage"
"s2132"	"0"	"Macrophage"
"s2133"	"0"	"Fibroblast"
"s2134"	"0"	"Fibroblast"
"s2135"	"2"	"Fibroblast"
"s2136"	"0"	"DCSC"
"s2137"	"2"	"Paneth-like"
"s2138"	"1"	"Paneth-like"
"s2139"	"0"	"Paneth-like"
"s2140"	"2"	"Macrophage"
"s2141"	"0"	"B.cell-IgA"
"s2142"	"0"	"Smooth.Muscle"
"s2143"	"1"	"DCSC"
"s2144"	"0"	"DCSC"
"s2145"	"0"	"DCSC"
"s2146"	"0"	"Macrophage"
"s2147"	"0"	"Macrophage"
"s2148"	"1"	"B.cell-IgA"
"s2149"	"1"	"Fibroblast"
"s2150"	"2"	"DCSC"
"s2151"	"1"	"DCSC"
"s2152"	"0"	"Stem"
"s2153"	"2"	"DCSC"
"s2154"	"1"	"B.cell-IgG"
"s2155"	"0"	"B.cell-IgA"
"s2156"	"0"	"B.cell-IgA"
"s2157"	"1"	"Paneth-like"
"s2158"	"2"	"Stem"
"s2159"	"2"	"Stem"
"s2160"	"1"	"B.cell-IgA"
"s2161"	"0"	"B.cell-IgA"
"s2162"	"1"	"B.cell-IgG"
"s2163"	"1"	"B.cell-IgA"
"s2164"	"2"	"Paneth-like"
"s2165"	"0"	"Stem"
"s2166"	"0"	"Paneth-like"
"s2167"	"1"	"Paneth-like"
"s2168"	"0"	"B.cell-Immature"
"s2169"	"1"	"B.cell-IgG"
"s2170"	"1"	"Smooth.Muscle"
"s2171"	"1"	"B.cell-IgG"
"s2172"	"1"	"B.cell-Immature"
"s2173"	"1"	"Macrophage"
"s2174"	"0"	"Macrophage"
"s2175"	"1"	"DCSC"
"s2176"	"2"	"DCSC"
"s2177"	"2"	"DCSC"
"s2178"	"2"	"Paneth-like"
"s2179"	"0"	"Stem"
"s2180"	"0"	"Stem"
"s2181"	"1"	"Macrophage"
"s2182"	"0"	"Fibroblast"
"s2183"	"0"	"Fibroblast"
"s2184"	"2"	"Fibroblast"
"s2185"	"2"	"DCSC"
"s2186"	"1"	"Paneth-like"
"s2187"	"1"	"Paneth-like"
"s2188"	"1"	"Paneth-like"
"s2189"	"2"	"Macrophage"
"s2190"	"1"	"Fibroblast"
"s2191"	"1"	"Smooth.Muscle"
"s2192"	"0"	"DCSC"
"s2193"	"2"	"DCSC"
"s2194"	"0"	"DCSC"
"s2195"	"0"	"DCSC"
"s2196"	"0"	"Macrophage"
"s2197"	"1"	"B.cell-IgA"
"s2198"	"1"	"Fibroblast"
"s2199"	"2"	"DCSC"
"s2200"	"0"	"Stem"
"s2201"	"0"	"Stem"
"s2202"	"2"	"DCSC"
"s2203"	"1"	"B.cell-IgA"
"s2204"	"1"	"B.cell-IgA"
"s2205"	"0"	"B.cell-IgA"
"s2206"	"1"	"Paneth-like"
"s2207"	"2"	"Stem"
"s2208"	"1"	"Stem"
"s2209"	"1"	"B.cell-IgA"
"s2210"	"1"	"B.cell-IgA"
"s2211"	"2"	"B.cell-IgG"
"s2212"	"0"	"Smooth.Muscle"
"s2213"	"2"	"Paneth-like"
"s2214"	"2"	"Stem"
"s2215"	"0"	"Paneth-like"
"s2216"	"0"	"Paneth-like"
"s2217"	"2"	"DCSC"
"s2218"	"0"	"B.cell-IgG"
"s2219"	"0"	"Smooth.Muscle"
"s2220"	"1"	"Stem"
"s2221"	"0"	"B.cell-Immature"
"s2222"	"0"	"Macrophage"
"s2223"	"1"	"Macrophage"
"s2224"	"1"	"DCSC"
"s2225"	"0"	"DCSC"
"s2226"	"2"	"Smooth.Muscle"
"s2227"	"0"	"Paneth-like"
"s2228"	"0"	"Stem"
"s2229"	"1"	"Stem"
"s2230"	"2"	"Macrophage"
"s2231"	"0"	"Macrophage"
"s2232"	"1"	"Fibroblast"
"s2233"	"2"	"Fibroblast"
"s2234"	"1"	"DCSC"
"s2235"	"0"	"Paneth-like"
"s2236"	"2"	"Paneth-like"
"s2237"	"2"	"Paneth-like"
"s2238"	"0"	"Macrophage"
"s2239"	"0"	"Fibroblast"
"s2240"	"2"	"Smooth.Muscle"
"s2241"	"1"	"DCSC"
"s2242"	"2"	"DCSC"
"s2243"	"1"	"DCSC"
"s2244"	"1"	"DCSC"
"s2245"	"2"	"Macrophage"
"s2246"	"1"	"B.cell-IgA"
"s2247"	"2"	"Fibroblast"
"s2248"	"0"	"DCSC"
"s2249"	"2"	"Stem"
"s2250"	"2"	"Stem"
"s2251"	"1"	"B.cell-IgA"
"s2252"	"0"	"B.cell-IgA"
"s2253"	"0"	"B.cell-IgA"
"s2254"	"1"	"B.cell-IgA"
"s2255"	"1"	"Paneth-like"
"s2256"	"0"	"Stem"
"s2257"	"0"	"B.cell-IgA"
"s2258"	"1"	"B.cell-IgA"
"s2259"	"1"	"B.cell-IgA"
"s2260"	"1"	"Smooth.Muscle"
"s2261"	"1"	"Smooth.Muscle"
"s2262"	"2"	"Stem"
"s2263"	"0"	"B.cell-Immature"
"s2264"	"2"	"Macrophage"
"s2265"	"1"	"Macrophage"
"s2266"	"0"	"DCSC"
"s2267"	"0"	"DCSC"
"s2268"	"1"	"Smooth.Muscle"
"s2269"	"1"	"Paneth-like"
"s2270"	"1"	"Stem"
"s2271"	"2"	"Stem"
"s2272"	"2"	"DCSC"
"s2273"	"1"	"Macrophage"
"s2274"	"0"	"Fibroblast"
"s2275"	"1"	"Fibroblast"
"s2276"	"1"	"DCSC"
"s2277"	"0"	"Paneth-like"
"s2278"	"2"	"Paneth-like"
"s2279"	"0"	"DCSC"
"s2280"	"2"	"Macrophage"
"s2281"	"0"	"Fibroblast"
"s2282"	"2"	"Smooth.Muscle"
"s2283"	"1"	"DCSC"
"s2284"	"2"	"Stem"
"s2285"	"0"	"DCSC"
"s2286"	"0"	"DCSC"
"s2287"	"1"	"Macrophage"
"s2288"	"2"	"B.cell-IgA"
"s2289"	"0"	"Fibroblast"
"s2290"	"2"	"Stem"
"s2291"	"1"	"Stem"
"s2292"	"2"	"Stem"
"s2293"	"1"	"B.cell-IgA"
"s2294"	"0"	"B.cell-IgA"
"s2295"	"2"	"B.cell-IgA"
"s2296"	"2"	"B.cell-IgA"
"s2297"	"0"	"Paneth-like"
"s2298"	"0"	"Stem"
